"","ess first cp","mcse first cp","ess second cp","mcse second cp","ess third cp","mcse third cp"
"20000c1 Gibbs",NA,NA,NA,NA,NA,NA
"20000c1 MWG",NA,NA,NA,NA,NA,NA
"50c1 Gibbs",NA,NA,NA,NA,NA,NA
"50c1 MWG",NA,NA,NA,NA,NA,NA
"100c2 Gibbs",NA,NA,NA,NA,NA,NA
"100c2 MWG",NA,NA,NA,NA,NA,NA
"100c3 Gibbs",NA,NA,NA,NA,NA,NA
"100c3 MWG",NA,NA,NA,NA,NA,NA
"60c3 Gibbs",NA,NA,NA,NA,NA,NA
"60c3 MWG",NA,NA,NA,NA,NA,NA
